uniq_id,product_name,pid,retail_price,discounted_price,is_FK_Advantage_product,product_rating,overall_rating,brand
77878ec2a86c28b2c42e73dc319802b1,Wonderland Plant Container Set,PCSE9HAGNAGPMDMX,850,850,FALSE,No rating available,No rating available,Wonderland
e3edfbe2c34cd0e16c94f002771393bd,Yuccabe Italia Combo for 3 Stoic Black Self Watering planter Plant Container Set,PCSE4V8H8WJHEKHH,3897,1799,FALSE,No rating available,No rating available,Yuccabe Italia
92c5f0d2e93a963b9eda7293aacd6cc4,In-Trend Casual Solid Women's Kurti,KRTE7X8NADSVDEET,1499,999,FALSE,No rating available,No rating available,
de6c827eb7724d67fb980ea4ff90d44b,Simply Sapnaa's Casual Embroidered Women's Kurti,KRTECAVZHVTGR2YV,1399,1099,FALSE,No rating available,No rating available,
d3979e8af111cf2d1848f2073ee27399,First Smart Deal Plant Container Set,PCSEC86VCFQYV6QG,600,389,FALSE,No rating available,No rating available,First Smart Deal
4be0c70dec8216fbb53394bc1c023394,Rk Plant Container Set,PCSE76X4WCN9UY6W,4000,2899,FALSE,No rating available,No rating available,Rk
e2b5178a2d369335ff2fcbdd40c9821f,Easy Gardening 8 Inch Plant Container Set,PCSE95HXQE744G8Z,650,450,FALSE,2,2,Easy Gardening
654264cb95d20aa2ce7e4948995e43b5,Easy Gardening 10 Inch Square Plant Container Set,PCSE93H4FSGSJHU6,900,600,FALSE,3,3,Easy Gardening
8e551c69fbe8dcfeea7b295d8d9b90f8,ShellysTrends Planters Plant Container Set,PCSEE4H5KYEJDF9X,1099,499,FALSE,No rating available,No rating available,ShellysTrends
6a6a21a22993b79da8c357a6cdbdaa68,The Yellow Door Planters with Tray/ Tea Light Holders - Green Plant Container Set,PCSE2DJZ4RMMXBUG,1499,653,FALSE,2.5,2.5,The Yellow Door
2455a4cef3d3a4977b45c7c7338254a3,Easy Gardening 8 Inch Square Plant Container Set,PCSEAN2WCFR4FXVB,999,599,FALSE,No rating available,No rating available,Easy Gardening
96aef046bb4c73a79393e2ed2bde2df0,Shreewardhan Decor Beautifully Designed Glossy Finish Different Size Plant Container Set,PCSE3693H9GC3D2Q,1899,1411,FALSE,No rating available,No rating available,Shreewardhan Decor
7bc3eb272fd3f284cae6995eb12c59d5,Tissu Casual Geometric Print Women's Kurti,KRTEFG6MGMW4FQXF,699,559,FALSE,No rating available,No rating available,
0c15774a3f0bcc0d810a38d6f2534f4e,Minerva Naturals Plant Container Set,PCSEDCWJBHDR9EYU,350,250,FALSE,No rating available,No rating available,Minerva Naturals
605ef90f7fa1c6399b404cd4e7d0d302,Minerva Naturals Plant Container Set,PCSE9YFEBRCHEYFN,450,390,FALSE,No rating available,No rating available,Minerva Naturals
3445da3a6d0f955a73fcf545b05b051f,First Smart Deal Plant Container Set,PCSEC86WAPNJE7QZ,500,315,FALSE,No rating available,No rating available,First Smart Deal
52e38e142eb50fb376581a0e83f48da3,Green Girgit Plant Container Set,PCSEAKVBNXFGZBKB,750,600,FALSE,No rating available,No rating available,Green Girgit
ba7393eddfb4ec837b5c0b3f358669a7,Easy Gardening 12 Inch Elegance Plant Container Set,PCSEAH5WCWFSNX4Y,1200,750,FALSE,No rating available,No rating available,Easy Gardening
8fd93fe69a44f04d5c81e0c0e441ac7f,Super Drool Floral Plant Container Set,PCSECV3FSKC4P3P8,1629,1369,FALSE,No rating available,No rating available,Super Drool
47557dcda767b6781eab3f1f4373d88b,Easy Gardening 5.5 Inch Nursery Plant Container Set,PCSEAH5W7RFFGKFN,499,299,FALSE,No rating available,No rating available,Easy Gardening
d92332adc019b9bc0ef84b26135cc5df,Yuccabe Italia Stella Black Self Watering Plant Container Set,PCSE4VAVKNSGYRN7,7794,3399,FALSE,No rating available,No rating available,Yuccabe Italia
34a3d47a07b83ad2df64a63c8a92d7fc,Easy Gardening 8 Inch Nursery Plant Container Set,PCSEAH5WCN2QPYZC,1400,799,FALSE,No rating available,No rating available,Easy Gardening
98c301afb39dde0f3f0d0274871b5446,Divine Tree SD16 Seed,PAEE8EZHYZESVZ2H,110,100,FALSE,No rating available,No rating available,Divine Tree
